	Socioeconomic Score	Study Hours	Sleep Hours	Attendance (%)	Grades	Sleep + Study	Pass/Fail	Grades Percentile	Ranked Percentile	Percentile Number
137	0.75318	3.5	9.7	51.0	35.0	13.2	Fail	2	45	2
724	0.39338	3.4	6.3	47.0	35.0	9.7	Fail	2	45	2
723	0.20866	3.2	9.7	46.0	35.0	12.899999999999999	Fail	2	45	2
597	0.83227	3.2	8.2	45.0	35.0	11.399999999999999	Fail	2	45	2
591	0.28416	3.9	7.0	65.0	35.0	10.9	Fail	2	45	2
588	0.32816	3.9	8.2	61.0	35.0	12.1	Fail	2	45	2
402	0.36838	3.6	7.8	49.0	35.0	11.4	Fail	2	45	2
399	0.11601	3.9	9.9	62.0	35.0	13.8	Fail	2	45	2
1035	0.78145	2.3	8.7	48.0	35.0	11.0	Fail	2	45	2
1028	0.5717	2.3	8.8	43.0	35.0	11.100000000000001	Fail	2	45	2
1025	0.7737	3.8	6.0	56.0	35.0	9.8	Fail	2	45	2
1010	0.57167	4.7	8.4	52.0	35.0	13.100000000000001	Fail	2	45	2
770	0.24097	1.0	8.6	67.0	35.0	9.6	Fail	2	45	2
763	0.73467	3.5	9.7	43.0	35.0	13.2	Fail	2	45	2
760	0.38375	3.3	8.8	45.0	35.0	12.100000000000001	Fail	2	45	2
739	0.36137	3.6	9.7	59.0	35.0	13.299999999999999	Fail	2	45	2
271	0.33621	3.2	8.0	55.0	35.0	11.2	Fail	2	45	2
418	0.60173	3.0	8.0	45.0	35.0	11.0	Fail	2	45	2
414	0.65157	3.3	5.5	45.0	35.0	8.8	Fail	2	45	2
411	0.22922	3.7	7.2	58.0	35.0	10.9	Fail	2	45	2
410	0.20834	4.1	9.0	71.0	35.0	13.1	Fail	2	45	2
990	0.46013	3.8	8.7	51.0	35.0	12.5	Fail	2	45	2
391	0.71536	3.4	6.7	60.0	35.0	10.1	Fail	2	45	2
93	0.18389	3.0	8.1	42.0	35.0	11.1	Fail	2	45	2
92	0.36757	1.6	7.1	44.0	35.0	8.7	Fail	2	45	2
82	0.38692	3.9	5.1	64.0	35.0	9.0	Fail	2	45	2
560	0.56089	2.5	7.7	42.0	35.0	10.2	Fail	2	45	2
555	0.71884	3.6	9.5	72.0	35.0	13.1	Fail	2	45	2
1305	0.42741	4.8	9.1	75.0	35.0	13.899999999999999	Fail	2	45	2
1300	0.5559	4.1	10.0	52.0	35.0	14.1	Fail	2	45	2
1293	0.10696	4.1	8.9	68.0	35.0	13.0	Fail	2	45	2
775	0.89252	2.7	9.2	51.0	35.0	11.899999999999999	Fail	2	45	2
442	0.38371	3.6	7.9	83.0	35.0	11.5	Fail	2	45	2
1253	0.4232	3.5	8.5	53.0	35.0	12.0	Fail	2	45	2
1247	0.48493	1.4	6.0	42.0	35.0	7.4	Fail	2	45	2
1240	0.37715	3.3	7.3	42.0	35.0	10.6	Fail	2	45	2
430	0.32471	3.6	8.7	68.0	35.0	12.299999999999999	Fail	2	45	2
425	0.10128	3.8	9.7	70.0	35.0	13.5	Fail	2	45	2
974	0.79244	3.3	9.2	46.0	35.0	12.5	Fail	2	45	2
966	0.7607	3.8	5.5	69.0	35.0	9.3	Fail	2	45	2
964	0.30228	3.6	9.1	57.0	35.0	12.7	Fail	2	45	2
963	0.64946	2.8	9.2	40.0	35.0	12.0	Fail	2	45	2
961	0.6514	3.6	6.8	59.0	35.0	10.4	Fail	2	45	2
958	0.81023	3.3	8.9	53.0	35.0	12.2	Fail	2	45	2
954	0.14685	4.2	9.7	55.0	35.0	13.899999999999999	Fail	2	45	2
538	0.81836	3.7	5.9	58.0	35.0	9.600000000000001	Fail	2	45	2
530	0.88884	3.2	6.3	50.0	35.0	9.5	Fail	2	45	2
758	0.73434	4.5	8.5	67.0	35.0	13.0	Fail	2	45	2
747	0.39112	3.5	8.0	59.0	35.0	11.5	Fail	2	45	2
745	0.64246	3.7	8.4	61.0	35.0	12.100000000000001	Fail	2	45	2
783	0.41722	1.4	8.8	50.0	35.0	10.200000000000001	Fail	2	45	2
953	0.12845	1.3	9.3	57.0	35.0	10.600000000000001	Fail	2	45	2
950	0.66768	4.8	5.4	55.0	35.0	10.2	Fail	2	45	2
1255	0.81835	3.7	9.9	62.0	35.0	13.600000000000001	Fail	2	45	2
947	0.37366	3.1	9.0	45.0	35.0	12.1	Fail	2	45	2
946	0.42941	3.2	8.9	45.0	35.0	12.100000000000001	Fail	2	45	2
457	0.36255	3.6	8.8	64.0	35.0	12.4	Fail	2	45	2
446	0.56106	3.2	9.6	40.0	35.0	12.8	Fail	2	45	2
936	0.37412	4.1	8.0	65.0	35.0	12.1	Fail	2	45	2
45	0.4485	3.0	6.2	61.0	35.0	9.2	Fail	2	45	2
44	0.67146	3.6	9.2	77.0	35.0	12.799999999999999	Fail	2	45	2
34	0.25286	4.9	7.6	51.0	35.0	12.5	Fail	2	45	2
554	0.16671	2.8	9.9	58.0	35.0	12.7	Fail	2	45	2
553	0.54141	3.9	9.7	61.0	35.0	13.6	Fail	2	45	2
550	0.97637	1.2	8.7	60.0	35.0	9.899999999999999	Fail	2	45	2
549	0.25796	4.9	10.0	53.0	35.0	14.9	Fail	2	45	2
804	0.23827	4.8	6.4	68.0	35.0	11.2	Fail	2	45	2
544	0.63014	3.9	9.5	58.0	35.0	13.4	Fail	2	45	2
539	0.21448	4.8	8.5	52.0	35.0	13.3	Fail	2	45	2
472	0.20985	4.6	9.2	60.0	35.0	13.799999999999999	Fail	2	45	2
471	0.8068	3.8	8.6	57.0	35.0	12.399999999999999	Fail	2	45	2
912	0.51086	4.7	5.2	41.0	35.0	9.9	Fail	2	45	2
899	0.31646	3.9	8.3	59.0	35.0	12.200000000000001	Fail	2	45	2
203	0.4209	3.2	8.2	47.0	35.0	11.399999999999999	Fail	2	45	2
200	0.76948	3.6	6.6	55.0	35.0	10.2	Fail	2	45	2
492	0.24728	3.7	8.2	43.0	35.0	11.899999999999999	Fail	2	45	2
119	0.69857	3.7	7.5	51.0	35.0	11.2	Fail	2	45	2
1289	0.81167	1.7	8.3	45.0	35.0	10.0	Fail	2	45	2
1288	0.18357	3.4	8.6	56.0	35.0	12.0	Fail	2	45	2
1284	0.16781	3.8	9.2	74.0	35.0	13.0	Fail	2	45	2
118	0.51628	3.9	9.1	43.0	35.0	13.0	Fail	2	45	2
114	0.25321	3.8	8.4	75.0	35.0	12.2	Fail	2	45	2
113	0.70763	3.7	8.1	67.0	35.0	11.8	Fail	2	45	2
175	0.18356	4.9	8.4	76.0	35.0	13.3	Fail	2	45	2
485	0.38632	3.5	5.5	55.0	35.0	9.0	Fail	2	45	2
479	0.29793	3.8	8.5	74.0	35.0	12.3	Fail	2	45	2
508	0.11229	4.1	8.5	67.0	35.0	12.6	Fail	2	45	2
504	0.27348	4.0	9.4	62.0	35.0	13.4	Fail	2	45	2
501	0.34921	3.5	9.4	41.0	35.0	12.9	Fail	2	45	2
500	0.29163	3.4	9.2	44.0	35.0	12.6	Fail	2	45	2
494	0.34502	3.9	9.7	50.0	35.0	13.6	Fail	2	45	2
111	0.55412	3.9	6.3	51.0	35.0	10.2	Fail	2	45	2
847	0.83541	3.1	8.6	51.0	35.0	11.7	Fail	2	45	2
1272	0.44591	4.3	5.9	68.0	35.0	10.2	Fail	2	45	2
1270	0.47322	1.5	9.4	42.0	35.0	10.9	Fail	2	45	2
1269	0.70821	2.8	9.0	51.0	35.0	11.8	Fail	2	45	2
208	0.49266	3.3	9.0	56.0	35.0	12.3	Fail	2	45	2
517	0.89139	1.5	9.7	52.0	35.0	11.2	Fail	2	45	2
515	0.79142	3.8	9.0	47.0	35.0	12.8	Fail	2	45	2
103	0.61194	3.1	9.0	59.0	35.0	12.1	Fail	2	45	2
102	0.16542	3.8	9.1	55.0	35.0	12.899999999999999	Fail	2	45	2
854	0.28849	0.9	8.5	41.0	35.0	9.4	Fail	2	45	2
253	0.26572	2.0	8.8	58.0	35.0	10.8	Fail	2	45	2
252	0.89453	1.2	7.8	57.0	35.0	9.0	Fail	2	45	2
850	0.17377	0.9	8.5	50.0	35.0	9.4	Fail	2	45	2
637	0.34605	4.8	8.1	59.0	35.0	12.899999999999999	Fail	2	45	2
634	0.17179	2.8	8.7	50.0	35.0	11.5	Fail	2	45	2
626	0.28979	3.7	6.0	64.0	35.0	9.7	Fail	2	45	2
1378	0.68895	3.8	9.6	69.0	35.0	13.399999999999999	Fail	2	45	2
29	0.30447	3.5	6.9	60.0	35.0	10.4	Fail	2	45	2
20	0.26296	2.6	8.1	47.0	35.0	10.7	Fail	2	45	2
651	0.63972	3.7	9.8	67.0	35.0	13.5	Fail	2	45	2
1155	0.69174	3.3	5.6	57.0	35.0	8.899999999999999	Fail	2	45	2
1	0.85566	3.2	5.9	55.0	35.0	9.100000000000001	Fail	2	45	2
1364	0.1608	3.4	7.1	59.0	35.0	10.5	Fail	2	45	2
1362	0.33208	1.0	7.9	57.0	35.0	8.9	Fail	2	45	2
16	0.64124	2.9	5.7	60.0	35.0	8.6	Fail	2	45	2
13	0.3594	3.7	8.0	55.0	35.0	11.7	Fail	2	45	2
10	0.34712	3.8	7.3	61.0	35.0	11.1	Fail	2	45	2
215	0.67982	4.1	7.6	75.0	34.0	11.7	Fail	1	26	1
12	0.81689	1.1	8.9	43.0	34.0	10.0	Fail	1	26	1
1386	0.47336	3.5	7.3	61.0	34.0	10.8	Fail	1	26	1
1365	0.25429	3.5	9.4	57.0	34.0	12.9	Fail	1	26	1
1345	0.78472	1.5	10.0	46.0	34.0	11.5	Fail	1	26	1
1346	0.50745	4.3	5.8	52.0	34.0	10.1	Fail	1	26	1
17	0.64898	4.6	5.4	74.0	34.0	10.0	Fail	1	26	1
1380	0.6809	3.9	8.9	71.0	34.0	12.8	Fail	1	26	1
3	0.25936	3.2	8.2	47.0	34.0	11.399999999999999	Fail	1	26	1
1154	0.82646	3.7	5.3	70.0	34.0	9.0	Fail	1	26	1
647	0.78882	3.6	8.6	62.0	34.0	12.2	Fail	1	26	1
649	0.81074	1.5	7.3	40.0	34.0	8.8	Fail	1	26	1
652	0.39896	3.2	8.8	42.0	34.0	12.0	Fail	1	26	1
1168	0.59544	2.9	8.9	54.0	34.0	11.8	Fail	1	26	1
1166	0.34201	3.8	8.2	59.0	34.0	12.0	Fail	1	26	1
1159	0.28328	3.9	8.6	55.0	34.0	12.5	Fail	1	26	1
1152	0.43429	4.8	6.1	57.0	34.0	10.899999999999999	Fail	1	26	1
1150	0.4109	3.9	5.6	49.0	34.0	9.5	Fail	1	26	1
1147	0.57224	3.3	8.1	51.0	34.0	11.399999999999999	Fail	1	26	1
686	0.15794	1.4	7.1	47.0	34.0	8.5	Fail	1	26	1
684	0.41329	3.7	8.9	65.0	34.0	12.600000000000001	Fail	1	26	1
673	0.63677	3.7	8.1	65.0	34.0	11.8	Fail	1	26	1
336	0.21627	3.3	9.3	55.0	34.0	12.600000000000001	Fail	1	26	1
1158	0.44467	2.9	9.4	59.0	34.0	12.3	Fail	1	26	1
322	0.43372	3.7	8.1	68.0	34.0	11.8	Fail	1	26	1
320	0.4383	3.8	6.7	58.0	34.0	10.5	Fail	1	26	1
318	0.33898	3.3	9.7	40.0	34.0	13.0	Fail	1	26	1
316	0.7145	3.6	7.7	53.0	34.0	11.3	Fail	1	26	1
311	0.65504	3.4	6.4	41.0	34.0	9.8	Fail	1	26	1
825	0.56597	3.6	6.1	62.0	34.0	9.7	Fail	1	26	1
824	0.56963	3.6	9.4	43.0	34.0	13.0	Fail	1	26	1
821	0.53967	3.8	9.6	47.0	34.0	13.399999999999999	Fail	1	26	1
820	0.24086	2.5	7.5	52.0	34.0	10.0	Fail	1	26	1
818	0.44992	2.3	8.5	46.0	34.0	10.8	Fail	1	26	1
126	0.47068	3.6	8.1	61.0	34.0	11.7	Fail	1	26	1
125	0.31067	3.8	10.0	52.0	34.0	13.8	Fail	1	26	1
1266	0.72119	3.4	8.6	45.0	34.0	12.0	Fail	1	26	1
523	0.35293	3.1	8.0	59.0	34.0	11.1	Fail	1	26	1
522	0.41962	4.2	5.9	73.0	34.0	10.100000000000001	Fail	1	26	1
519	0.46497	3.8	8.3	41.0	34.0	12.100000000000001	Fail	1	26	1
109	0.59997	3.6	5.8	57.0	34.0	9.4	Fail	1	26	1
101	0.42744	3.9	9.8	79.0	34.0	13.700000000000001	Fail	1	26	1
97	0.31208	3.4	9.0	65.0	34.0	12.4	Fail	1	26	1
863	0.67289	3.6	8.8	47.0	34.0	12.4	Fail	1	26	1
860	0.26835	4.4	6.6	63.0	34.0	11.0	Fail	1	26	1
489	0.26737	3.4	9.0	49.0	34.0	12.4	Fail	1	26	1
483	0.26937	1.9	8.9	45.0	34.0	10.8	Fail	1	26	1
478	0.2995	3.2	9.3	43.0	34.0	12.5	Fail	1	26	1
871	0.32071	3.6	9.1	57.0	34.0	12.7	Fail	1	26	1
870	0.80003	3.6	8.3	58.0	34.0	11.9	Fail	1	26	1
112	0.23347	3.7	8.7	57.0	34.0	12.399999999999999	Fail	1	26	1
497	0.68842	4.0	9.3	44.0	34.0	13.3	Fail	1	26	1
1275	0.64633	4.3	9.7	66.0	34.0	14.0	Fail	1	26	1
838	0.78281	3.1	7.8	46.0	34.0	10.9	Fail	1	26	1
837	0.49003	3.5	5.6	60.0	34.0	9.1	Fail	1	26	1
525	0.30028	2.0	9.2	45.0	34.0	11.2	Fail	1	26	1
524	0.33608	2.7	9.1	43.0	34.0	11.8	Fail	1	26	1
835	0.82559	1.9	9.8	59.0	34.0	11.700000000000001	Fail	1	26	1
829	0.1914	3.8	7.5	70.0	34.0	11.3	Fail	1	26	1
828	0.1879	3.4	8.8	42.0	34.0	12.200000000000001	Fail	1	26	1
827	0.10155	4.1	7.9	55.0	34.0	12.0	Fail	1	26	1
205	0.37758	3.9	9.8	71.0	34.0	13.700000000000001	Fail	1	26	1
204	0.84957	1.7	9.4	52.0	34.0	11.1	Fail	1	26	1
199	0.475	2.5	9.7	52.0	34.0	12.2	Fail	1	26	1
198	0.5589	3.8	5.9	58.0	34.0	9.7	Fail	1	26	1
893	0.23351	3.5	8.9	43.0	34.0	12.4	Fail	1	26	1
890	0.14396	3.8	9.8	78.0	34.0	13.600000000000001	Fail	1	26	1
888	0.74734	3.4	5.0	40.0	34.0	8.4	Fail	1	26	1
493	0.88405	3.7	6.9	73.0	34.0	10.600000000000001	Fail	1	26	1
255	0.29349	3.7	9.8	66.0	34.0	13.5	Fail	1	26	1
789	0.62773	3.6	9.5	51.0	34.0	13.1	Fail	1	26	1
784	0.79675	4.0	8.7	69.0	34.0	12.7	Fail	1	26	1
815	0.1464	3.9	8.6	58.0	34.0	12.5	Fail	1	26	1
814	0.12143	1.8	8.9	47.0	34.0	10.700000000000001	Fail	1	26	1
176	0.56512	3.7	9.6	52.0	34.0	13.3	Fail	1	26	1
172	0.29794	3.7	5.1	55.0	34.0	8.8	Fail	1	26	1
169	0.36236	1.4	8.3	58.0	34.0	9.700000000000001	Fail	1	26	1
473	0.2704	3.8	6.3	69.0	34.0	10.1	Fail	1	26	1
470	0.47169	3.6	5.7	73.0	34.0	9.3	Fail	1	26	1
881	0.68821	0.8	8.0	46.0	34.0	8.8	Fail	1	26	1
880	0.52822	3.5	8.4	46.0	34.0	11.9	Fail	1	26	1
462	0.76749	3.5	7.9	65.0	34.0	11.4	Fail	1	26	1
909	0.48117	4.0	9.6	52.0	34.0	13.6	Fail	1	26	1
908	0.23531	2.7	7.8	46.0	34.0	10.5	Fail	1	26	1
906	0.39212	4.2	8.5	49.0	34.0	12.7	Fail	1	26	1
905	0.51186	3.1	7.4	49.0	34.0	10.5	Fail	1	26	1
904	0.43522	3.7	5.8	57.0	34.0	9.5	Fail	1	26	1
897	0.22428	3.8	10.0	75.0	34.0	13.8	Fail	1	26	1
896	0.23717	3.8	8.6	62.0	34.0	12.399999999999999	Fail	1	26	1
196	0.26443	3.5	10.0	47.0	34.0	13.5	Fail	1	26	1
193	0.40513	1.5	8.3	43.0	34.0	9.8	Fail	1	26	1
48	0.4928	3.6	6.3	42.0	34.0	9.9	Fail	1	26	1
47	0.57307	3.8	6.1	60.0	34.0	9.899999999999999	Fail	1	26	1
41	0.28078	1.3	8.7	49.0	34.0	10.0	Fail	1	26	1
39	0.28434	3.7	9.3	68.0	34.0	13.0	Fail	1	26	1
33	0.42048	3.0	9.8	53.0	34.0	12.8	Fail	1	26	1
1260	0.75689	2.9	8.2	55.0	34.0	11.1	Fail	1	26	1
924	0.51655	3.7	8.4	50.0	34.0	12.100000000000001	Fail	1	26	1
922	0.8111	3.7	9.7	73.0	34.0	13.399999999999999	Fail	1	26	1
164	0.1582	3.0	9.7	42.0	34.0	12.7	Fail	1	26	1
162	0.47921	3.8	9.3	67.0	34.0	13.100000000000001	Fail	1	26	1
812	0.51221	3.0	9.6	45.0	34.0	12.6	Fail	1	26	1
810	0.83194	3.5	9.3	73.0	34.0	12.8	Fail	1	26	1
809	0.83075	2.9	8.8	41.0	34.0	11.700000000000001	Fail	1	26	1
551	0.63909	4.0	7.7	40.0	34.0	11.7	Fail	1	26	1
803	0.16263	4.6	9.4	71.0	34.0	14.0	Fail	1	26	1
802	0.83201	3.2	8.2	56.0	34.0	11.399999999999999	Fail	1	26	1
541	0.21093	2.8	8.5	51.0	34.0	11.3	Fail	1	26	1
476	0.38288	3.5	9.3	62.0	34.0	12.8	Fail	1	26	1
777	0.11387	0.9	5.3	44.0	34.0	6.2	Fail	1	26	1
1259	0.85199	3.0	6.2	52.0	34.0	9.2	Fail	1	26	1
1256	0.80795	3.8	6.5	61.0	34.0	10.3	Fail	1	26	1
469	0.81692	3.7	8.9	66.0	34.0	12.600000000000001	Fail	1	26	1
465	0.19902	3.7	8.6	72.0	34.0	12.3	Fail	1	26	1
464	0.52726	2.8	6.8	43.0	34.0	9.6	Fail	1	26	1
943	0.85287	2.2	8.9	47.0	34.0	11.100000000000001	Fail	1	26	1
940	0.36833	3.8	9.7	70.0	34.0	13.5	Fail	1	26	1
939	0.62751	3.7	9.1	72.0	34.0	12.8	Fail	1	26	1
459	0.21622	3.9	6.6	55.0	34.0	10.5	Fail	1	26	1
458	0.30382	4.1	6.4	69.0	34.0	10.5	Fail	1	26	1
455	0.66833	4.1	6.6	51.0	34.0	10.7	Fail	1	26	1
452	0.54143	4.6	8.5	60.0	34.0	13.1	Fail	1	26	1
449	0.6159	2.9	6.3	45.0	34.0	9.2	Fail	1	26	1
46	0.30071	3.1	5.5	53.0	34.0	8.6	Fail	1	26	1
42	0.79683	3.6	8.6	63.0	34.0	12.2	Fail	1	26	1
1230	0.84525	3.4	8.2	65.0	34.0	11.6	Fail	1	26	1
428	0.45472	2.0	9.4	45.0	34.0	11.4	Fail	1	26	1
94	0.26843	3.6	8.6	58.0	34.0	12.2	Fail	1	26	1
973	0.44252	1.2	9.9	46.0	34.0	11.1	Fail	1	26	1
971	0.70476	3.3	9.0	44.0	34.0	12.3	Fail	1	26	1
969	0.27756	2.4	8.8	42.0	34.0	11.200000000000001	Fail	1	26	1
955	0.13434	4.0	6.0	62.0	34.0	10.0	Fail	1	26	1
537	0.52618	3.0	5.7	62.0	34.0	8.7	Fail	1	26	1
531	0.86693	3.2	5.4	40.0	34.0	8.600000000000001	Fail	1	26	1
794	0.41245	4.0	8.3	60.0	34.0	12.3	Fail	1	26	1
755	0.6912	4.6	8.4	61.0	34.0	13.0	Fail	1	26	1
751	0.42062	3.8	9.4	61.0	34.0	13.2	Fail	1	26	1
746	0.26822	3.7	6.8	84.0	34.0	10.5	Fail	1	26	1
744	0.19945	3.9	9.0	66.0	34.0	12.9	Fail	1	26	1
782	0.25339	3.7	5.2	71.0	34.0	8.9	Fail	1	26	1
778	0.18332	3.2	9.2	45.0	34.0	12.399999999999999	Fail	1	26	1
1301	0.12939	3.3	5.9	54.0	34.0	9.2	Fail	1	26	1
1299	0.50728	1.9	6.7	42.0	34.0	8.6	Fail	1	26	1
1295	0.2235	4.5	8.1	54.0	34.0	12.6	Fail	1	26	1
774	0.78094	3.9	6.9	73.0	34.0	10.8	Fail	1	26	1
983	0.41819	3.9	7.6	63.0	34.0	11.5	Fail	1	26	1
981	0.87278	3.9	5.1	63.0	34.0	9.0	Fail	1	26	1
978	0.17945	3.5	9.9	47.0	34.0	13.4	Fail	1	26	1
441	0.43594	3.9	9.2	68.0	34.0	13.1	Fail	1	26	1
1254	0.30734	3.5	7.9	49.0	34.0	11.4	Fail	1	26	1
1252	0.30176	2.9	6.3	41.0	34.0	9.2	Fail	1	26	1
1250	0.78419	3.8	5.0	60.0	34.0	8.8	Fail	1	26	1
1243	0.7232	1.7	7.3	40.0	34.0	9.0	Fail	1	26	1
1241	0.35077	3.9	8.2	65.0	34.0	12.1	Fail	1	26	1
1239	0.40172	3.6	9.7	51.0	34.0	13.299999999999999	Fail	1	26	1
1237	0.42646	4.0	7.9	67.0	34.0	11.9	Fail	1	26	1
1233	0.53721	1.9	8.5	44.0	34.0	10.4	Fail	1	26	1
416	0.56146	3.4	9.8	44.0	34.0	13.200000000000001	Fail	1	26	1
409	0.26334	3.3	5.9	42.0	34.0	9.2	Fail	1	26	1
91	0.47728	3.9	8.2	66.0	34.0	12.1	Fail	1	26	1
89	0.29743	3.6	7.7	66.0	34.0	11.3	Fail	1	26	1
88	0.49081	4.5	8.6	47.0	34.0	13.1	Fail	1	26	1
87	0.57891	3.8	8.2	51.0	34.0	12.0	Fail	1	26	1
976	0.13613	3.9	6.5	49.0	34.0	10.4	Fail	1	26	1
975	0.73622	1.1	8.2	45.0	34.0	9.299999999999999	Fail	1	26	1
989	0.41383	3.9	7.9	72.0	34.0	11.8	Fail	1	26	1
986	0.40629	3.9	9.3	71.0	34.0	13.200000000000001	Fail	1	26	1
565	0.23174	2.3	7.2	62.0	34.0	9.5	Fail	1	26	1
562	0.24505	3.9	8.4	72.0	34.0	12.3	Fail	1	26	1
558	0.5172	1.4	9.9	42.0	34.0	11.3	Fail	1	26	1
1304	0.8027	1.3	9.1	56.0	34.0	10.4	Fail	1	26	1
1303	0.45292	2.2	9.6	46.0	34.0	11.8	Fail	1	26	1
1302	0.33181	3.6	7.0	52.0	34.0	10.6	Fail	1	26	1
734	0.74725	3.5	9.0	59.0	34.0	12.5	Fail	1	26	1
730	0.5871	3.5	5.1	48.0	34.0	8.6	Fail	1	26	1
729	0.11789	3.3	8.7	45.0	34.0	12.0	Fail	1	26	1
727	0.50944	4.4	5.7	58.0	34.0	10.100000000000001	Fail	1	26	1
999	0.79608	1.1	9.5	42.0	34.0	10.6	Fail	1	26	1
275	0.3619	4.2	8.2	83.0	34.0	12.399999999999999	Fail	1	26	1
269	0.41185	3.7	7.2	67.0	34.0	10.9	Fail	1	26	1
265	0.29812	3.8	9.5	61.0	34.0	13.3	Fail	1	26	1
440	0.60266	2.4	7.6	47.0	34.0	10.0	Fail	1	26	1
436	0.90641	1.6	9.5	40.0	34.0	11.1	Fail	1	26	1
432	0.719	3.8	7.0	49.0	34.0	10.8	Fail	1	26	1
996	0.43442	3.4	9.6	49.0	34.0	13.0	Fail	1	26	1
995	0.43513	3.2	6.3	41.0	34.0	9.5	Fail	1	26	1
422	0.56777	3.0	5.7	58.0	34.0	8.7	Fail	1	26	1
419	0.67955	3.7	6.8	61.0	34.0	10.5	Fail	1	26	1
417	0.68059	3.7	9.0	49.0	34.0	12.7	Fail	1	26	1
393	0.39346	4.4	7.6	43.0	34.0	12.0	Fail	1	26	1
390	0.44034	3.5	8.3	56.0	34.0	11.8	Fail	1	26	1
1031	0.42543	3.5	6.9	54.0	34.0	10.4	Fail	1	26	1
1029	0.12955	3.8	9.8	86.0	34.0	13.600000000000001	Fail	1	26	1
1027	0.14479	3.2	7.4	46.0	34.0	10.600000000000001	Fail	1	26	1
1021	0.45163	4.2	9.3	49.0	34.0	13.5	Fail	1	26	1
1015	0.16605	2.8	8.3	45.0	34.0	11.100000000000001	Fail	1	26	1
1000	0.31902	3.8	8.4	63.0	34.0	12.2	Fail	1	26	1
767	0.694	3.1	8.4	41.0	34.0	11.5	Fail	1	26	1
761	0.1545	3.7	9.1	63.0	34.0	12.8	Fail	1	26	1
581	0.67886	3.5	9.7	63.0	34.0	13.2	Fail	1	26	1
579	0.65624	3.7	6.0	55.0	34.0	9.7	Fail	1	26	1
574	0.37871	3.0	9.1	52.0	34.0	12.1	Fail	1	26	1
570	0.35716	3.8	8.0	65.0	34.0	11.8	Fail	1	26	1
567	0.62507	3.7	6.6	51.0	34.0	10.3	Fail	1	26	1
738	0.90553	1.7	8.5	59.0	34.0	10.2	Fail	1	26	1
378	0.25274	3.5	5.4	67.0	34.0	8.9	Fail	1	26	1
1218	0.427	3.8	8.4	50.0	34.0	12.2	Fail	1	26	1
1215	0.17859	3.5	5.9	62.0	34.0	9.4	Fail	1	26	1
1214	0.79736	3.1	6.5	54.0	34.0	9.6	Fail	1	26	1
369	0.80265	0.8	8.0	41.0	34.0	8.8	Fail	1	26	1
80	0.22624	3.6	9.9	63.0	34.0	13.5	Fail	1	26	1
77	0.31732	2.5	9.8	41.0	34.0	12.3	Fail	1	26	1
1317	0.60515	3.7	5.9	71.0	34.0	9.600000000000001	Fail	1	26	1
1316	0.55228	4.5	7.0	54.0	34.0	11.5	Fail	1	26	1
1308	0.7648	3.2	9.2	41.0	34.0	12.399999999999999	Fail	1	26	1
139	0.2528	4.0	9.7	66.0	34.0	13.7	Fail	1	26	1
722	0.23148	3.8	8.0	66.0	34.0	11.8	Fail	1	26	1
596	0.59765	3.2	9.5	56.0	34.0	12.7	Fail	1	26	1
590	0.1121	3.8	8.3	77.0	34.0	12.100000000000001	Fail	1	26	1
401	0.53466	4.1	6.6	57.0	34.0	10.7	Fail	1	26	1
395	0.54035	3.6	8.2	74.0	34.0	11.799999999999999	Fail	1	26	1
230	0.78765	4.2	5.9	56.0	34.0	10.100000000000001	Fail	1	26	1
228	0.61045	3.6	7.4	71.0	34.0	11.0	Fail	1	26	1
225	0.11581	3.2	8.2	54.0	34.0	11.399999999999999	Fail	1	26	1
1322	0.78475	3.8	9.0	70.0	34.0	12.8	Fail	1	26	1
616	0.13239	4.2	9.7	61.0	34.0	13.899999999999999	Fail	1	26	1
614	0.26645	3.1	8.9	46.0	34.0	12.0	Fail	1	26	1
366	0.23071	3.1	6.8	41.0	34.0	9.9	Fail	1	26	1
1058	0.41827	3.0	5.5	50.0	34.0	8.5	Fail	1	26	1
1057	0.47497	4.0	8.3	54.0	34.0	12.3	Fail	1	26	1
1053	0.23605	4.0	9.3	58.0	34.0	13.3	Fail	1	26	1
1047	0.42473	3.5	8.6	67.0	34.0	12.1	Fail	1	26	1
1046	0.45987	3.6	7.0	55.0	34.0	10.6	Fail	1	26	1
1045	0.41297	3.9	7.5	75.0	34.0	11.4	Fail	1	26	1
1042	0.88929	2.2	6.6	52.0	34.0	8.8	Fail	1	26	1
381	0.31153	4.4	5.9	51.0	34.0	10.3	Fail	1	26	1
380	0.31342	4.5	7.6	47.0	34.0	12.1	Fail	1	26	1
1066	0.57999	3.8	9.1	64.0	34.0	12.899999999999999	Fail	1	26	1
1200	0.51286	4.1	9.8	47.0	34.0	13.9	Fail	1	26	1
1198	0.46466	3.7	9.9	63.0	34.0	13.600000000000001	Fail	1	26	1
1197	0.61358	4.6	9.0	61.0	34.0	13.6	Fail	1	26	1
286	0.44882	3.6	5.3	63.0	34.0	8.9	Fail	1	26	1
284	0.30441	4.5	8.6	65.0	34.0	13.1	Fail	1	26	1
279	0.80069	4.1	6.2	57.0	34.0	10.3	Fail	1	26	1
1202	0.15873	1.7	8.8	46.0	34.0	10.5	Fail	1	26	1
186	0.2679	2.0	6.8	47.0	34.0	8.8	Fail	1	26	1
584	0.56445	4.4	9.5	66.0	34.0	13.9	Fail	1	26	1
